id,titre,contenu,categorie,sous_type_cancer,stade,ligne,mots_cles,protocole,dosage,effets_secondaires,scenario,reference
POUMON-MET-001,CPNPC métastatique — Amplification MET exon 14 skip : Capmatinib/Tepotinib,"Les mutations de saut de l'exon 14 de MET (MET exon 14 skip) concernent 3-4 % des CPNPC, survenant chez des patients plus âgés (> 65 ans) avec une morphologie souvent sarcomatoïde. Ces tumeurs bénéficient d'inhibiteurs spécifiques de MET. Le Capmatinib (étude GEOMETRY mono-1) a montré un taux de réponse de 68 % chez les patients naïfs de traitement et 41 % en 2ème ligne. Le Tepotinib (étude VISION) a obtenu des résultats comparables (taux RO 46 %). Ces molécules pénètrent également dans le cerveau. Le Savolitinib est en cours d'évaluation.",traitement,poumon_CPNPC,métastatique,1ère-2ème ligne MET,MET exon 14|Capmatinib|Tepotinib|GEOMETRY|VISION|sarcomatoïde|amplification MET|sujet âgé,Capmatinib 400 mg × 2/j OU Tepotinib 500 mg/j (MET exon 14 skip),Capmatinib 400 mg × 2/j per os avec nourriture en continu. Tepotinib 500 mg/j per os avec nourriture en continu. Les deux ne nécessitent pas d'adaptation pour la 1ère ligne. Surveillance hépatique et rénale mensuelle.,"Nausées, œdèmes périphériques (Tepotinib ++), augmentation créatinine, fatigue, hépatotoxicité","Said, 72 ans, CPNPC adénocarcinome sarcomatoïde stade IV. NGS : MET exon 14 skip mutation, pas d'EGFR/ALK/ROS1. PD-L1 5 %. 1ère ligne : Capmatinib 400 mg × 2/j. Réponse partielle à 6 semaines. Œdèmes des membres inférieurs grade 1 → bas de contention. Réponse maintenue à 4 mois.","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.164"
POUMON-KRAS-001,CPNPC métastatique — Mutation KRAS G12C : Sotorasib/Adagrasib,"La mutation KRAS G12C concerne environ 13 % des adénocarcinomes pulmonaires. Longtemps considérée comme 'undruggable', cette mutation est maintenant ciblée par de nouveaux inhibiteurs covalents irréversibles. Le Sotorasib (AMG 510 — étude CodeBreaK 100) a montré un taux de réponse de 37 % en 2ème ligne avec une PFS médiane de 6,8 mois. L'Adagrasib (MRTX849 — étude KRYSTAL-1) a montré des résultats similaires avec une meilleure pénétration cérébrale. Ces molécules ne sont pas encore disponibles au Maroc mais représentent une avancée majeure dans la prise en charge du CPNPC KRAS G12C muté.",traitement,poumon_CPNPC,métastatique,2ème ligne KRAS G12C,KRAS G12C|Sotorasib|Adagrasib|CodeBreaK|KRYSTAL-1|undruggable|AMG 510|MRTX849|mutation KRAS,Sotorasib 960 mg/j OU Adagrasib 600 mg × 2/j (KRAS G12C — hors AMM Maroc),Sotorasib 960 mg/j per os en continu (8 cp à 120 mg). Adagrasib 600 mg × 2/j per os en continu. Les deux peuvent se prendre avec ou sans nourriture. Surveillance hépatique obligatoire (hépatotoxicité fréquente avec Sotorasib).,"Diarrhée, nausées, hépatotoxicité (Sotorasib — surveillance ALT/AST), arthralgie","Yasmina, 58 ans, adénocarcinome pulmonaire stade IV, KRAS G12C muté, PDL1 30%. 1ère ligne : Pembrolizumab + carboplatine + pémétrexed × 4 cycles. Progression à 8 mois. Achat Sotorasib en programme d'accès précoce. Hépatotoxicité grade 3 à semaine 6 → arrêt 2 semaines + reprise 480 mg/j (dose réduite). Réponse partielle maintenue à 4 mois post-reprise.","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.164"
POUMON-NTRK-001,CPNPC et tumeurs NTRK — Larotrectinib/Entrectinib (agnostique),"Les fusions du gène NTRK (NTRK1, NTRK2, NTRK3) sont rares (< 1 %) dans le CPNPC mais présentes dans de nombreux types tumoraux. Les inhibiteurs de TRK (Larotrectinib, Entrectinib) sont approuvés de manière 'agnostique de la tumeur' (tumor-agnostic) par la FDA, c'est-à-dire indépendamment du type tumoral, chez les adultes et enfants avec tumeur solide NTRK+ non résécable. Le Larotrectinib a montré un taux de réponse global de 79 % dans une étude poolée incluant 17 types tumoraux différents. Ces indications ne sont pas encore disponibles au Maroc mais le testing NTRK par NGS est recommandé dans le bilan moléculaire systématique du CPNPC.",traitement,poumon_CPNPC,métastatique,toute ligne NTRK+,NTRK|fusion NTRK|Larotrectinib|Entrectinib|tumor-agnostic|LOXO-101|NTRK1|NTRK2|NTRK3|agnostique,Larotrectinib 100 mg × 2/j OU Entrectinib 600 mg/j (NTRK+ — tumor agnostic),"Larotrectinib 100 mg × 2/j per os en continu. Entrectinib 600 mg/j per os en continu. Réduction de dose si toxicité neurologique (vertiges, confusion).","Vertiges, fatigue, constipation, augmentation du poids, toxicité neurologique (Larotrectinib), toxicité cardiaque (Entrectinib)","Yasmine, 45 ans, adénocarcinome pulmonaire stade IV. NGS étendu : fusion NTRK1 (TPR-NTRK1), pas d'EGFR/ALK/ROS1/BRAF. Programme accès précoce Larotrectinib. Taux de réponse rapide à 4 semaines. Vertige grade 2 semaine 2 → réduction 75 mg × 2/j. Maintien réponse partielle.","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.164"
ENDOMETREE-001,Cancer de l'endomètre localisé — Traitement chirurgical et adjuvant,"Le cancer de l'endomètre est le cancer gynécologique le plus fréquent dans les pays développés. La chirurgie (hystérectomie totale + annexectomie bilatérale + curage ganglionnaire) est le traitement standard des stades localisés. La classification moléculaire (TCGA) guide maintenant le traitement adjuvant : POLE muté (excellent pronostic — pas de chimiothérapie), dMMR/MSI-H (immunothérapie), p53 muté (mauvais pronostic — chimiothérapie + RT), profil sans anomalie spécifique (NSMP). La radiochimiothérapie adjuvante (PORTEC-3) bénéficie aux stades III-IV et aux formes à haut risque (carcinome séreux, cellules claires).",traitement,endometree,localisé,curatif,endomètre|TCGA|POLE|dMMR|MSI-H|p53 muté|PORTEC-3|hystérectomie|curage ganglionnaire|classification moléculaire,Chirurgie + Adjuvant selon profil moléculaire : RT ± Chimiothérapie carboplat-paclitaxel,"Chimiothérapie adjuvante (stades III-IV ou haut risque histologique) : Carboplatine AUC5 J1 + Paclitaxel 175 mg/m² J1 q21j × 6 cycles. Radiochimiothérapie pelvienne concomitante (PORTEC-3) : Cisplatine 50 mg/m² J1,J29 + RT 45-48 Gy/25 fractions. Pembrolizumab adjuvant : en cours d'évaluation (KEYNOTE-B21). POLE muté : surveillance seule après chirurgie complète.","Lymphœdème (curage inguinal), complications chirurgicales, neuropathie (Paclitaxel), neutropénie","Fatima, 62 ans, carcinome endométrioïde endomètre stade IIIA (envahissement séreuse). Profil moléculaire : p53 muté (mauvais pronostic). Post-chirurgie : Carboplatine + Paclitaxel × 6 cycles + curiethérapie vaginale (boost). NFS mensuelle. Réponse complète en imagerie.","Guide AMFROM 2024, Cancers Gynécologiques, Section II.C, p.72-74"
ENDOMETREE-META-001,Cancer de l'endomètre avancé/récidivant — Pembrolizumab + Lénvatinib,"En situation avancée ou récidivante, le cancer de l'endomètre bénéficie de nouvelles approches thérapeutiques. L'association Pembrolizumab + Lénvatinib a démontré dans l'étude KEYNOTE-146/Study 111 un taux de réponse objective de 38 % chez les tumeurs non-MSI-H, et cette association est maintenant le standard de 2ème ligne. Pour les tumeurs MSI-H/dMMR : Pembrolizumab ou Dostarlimab en monothérapie sont indiqués en 1ère ligne ou après rechute. Les tumeurs HER2+ (séreux) peuvent bénéficier de Trastuzumab. L'amplification FGFR2 (détectée par NGS dans 10-15 %) peut être ciblée par Erdafitinib.",traitement,endometree,métastatique,1ère-2ème ligne,endomètre avancé|Pembrolizumab|Lénvatinib|KEYNOTE-146|MSI-H|Dostarlimab|HER2+|FGFR2|dMMR|séreux,MSI-H : Pembrolizumab mono | Non-MSI-H : Carboplatine-Paclitaxel puis Pembrolizumab + Lénvatinib,1ère ligne toutes tumeurs : Carboplatine AUC5 + Paclitaxel 175 mg/m² q21j × 6 cycles + Pembrolizumab 200 mg q21j (CheckMate-ish). 2ème ligne MSI-H : Pembrolizumab 200 mg q21j OU Dostarlimab 500 mg q21j × 4 cycles puis 1000 mg q42j. 2ème ligne non-MSI-H : Pembrolizumab 200 mg q21j + Lénvatinib 20 mg/j continu. HER2+ séreux : + Trastuzumab 8 mg/kg C1 puis 6 mg/kg q21j.,"Lénvatinib : HTA, protéinurie, diarrhée, fatigue. Pembrolizumab : immunotoxicité. Association : synergique en toxicité (HTA ++)","Nadia, 68 ans, carcinome séreux utérin stade IVB (ascite + métastases péritonéales). Profil : MSS, p53 muté, HER2 2+ (FISH négative). 1ère ligne : Carboplatine + Paclitaxel + Pembrolizumab × 6 cycles. Réponse partielle. Rechute à 6 mois → 2ème ligne Pembrolizumab + Lénvatinib 18 mg/j. HTA grade 2 → antihypertenseur.","Guide AMFROM 2024, Cancers Gynécologiques, Section II.C, p.72-74"
REIN-LOCAL-001,Carcinome rénal localisé — Chirurgie et traitement adjuvant Pembrolizumab,"Le carcinome rénal localisé est traité chirurgicalement : néphrectomie partielle ou totale selon la taille et la localisation de la tumeur. Pour les stades I-II, la chirurgie est curative sans traitement adjuvant systématique. Pour les stades III (T3-T4 ou N+) à haut risque de rechute : le Pembrolizumab en adjuvant pendant 1 an (étude KEYNOTE-564) améliore significativement la survie sans maladie (HR 0,68). Le Sunitinib adjuvant est moins efficace avec des toxicités plus importantes et n'est plus le standard. L'Axitinib adjuvant (ATLAS) n'a pas démontré de bénéfice.",traitement,rein,localisé,adjuvant,rein localisé|chirurgie|Pembrolizumab|KEYNOTE-564|adjuvant|stade III|haut risque|néphrectomie|Sunitinib adjuvant,Chirurgie (néphrectomie) ± Pembrolizumab 200 mg q21j × 17 cycles (stade III haut risque),Pembrolizumab 200 mg IV q21j × 17 cycles (1 an) en adjuvant post-chirurgie (stades III à haut risque ou IV après résection complète). Pas de traitement adjuvant systématique pour les stades I-II. Surveillance oncologique trimestrielle TDM 3 premières années.,"Toxicités immuno-médiées (hypothyroïdie fréquente, arthralgie, pneumopathie rare), fatigue","Tariq, 55 ans, carcinome rénal cellules claires pT3bN0 (extension veine rénale). Néphrectomie radicale droite. Résection complète R0. Adjuvant : Pembrolizumab 200 mg q21j × 17 cycles. Hypothyroïdie grade 2 à cycle 5 → Lévothyroxine 50 µg/j. Poursuite Pembrolizumab.","Guide AMFROM 2024, Cancers Urologiques, Section VII.B, p.225"
PROSTATE-LOCAL-001,Cancer de la prostate localisé à haut risque — Radiothérapie + Hormonothérapie,"Le cancer de la prostate localisé à haut risque (Gleason ≥ 8, PSA > 20 ng/mL, ou cT3-T4) bénéficie d'une radiothérapie de haute dose associée à une hormonothérapie longue durée (24-36 mois). L'association RT + ADT pendant 2-3 ans améliore significativement la survie globale vs RT seule (méta-analyse Bolla). La brachythérapie de haut débit de dose (HDR) peut compléter la RT externe comme boost de dose. La chirurgie (prostatectomie radicale + curage ganglionnaire étendu) est une alternative pour les patients jeunes en bon état général.",traitement,prostate,localisé,curatif,prostate localisé haut risque|radiothérapie|ADT|hormonothérapie|Gleason|PSA|Bolla|brachythérapie|prostatectomie,RT 74-80 Gy + ADT 24-36 mois (Gleason ≥ 8 ou T3-T4),"RT externe prostate : 74-78 Gy en 37-39 fractions (hypofractionnement modéré possible). ADT concomitant et adjuvant : Leuproréline 7,5 mg IM mensuel OU 22,5 mg IM trimestriel. Durée ADT : 24 mois (risque intermédiaire) à 36 mois (haut risque). Anti-androgène périphérique (Bicalutamide 50 mg/j × 1 mois) au démarrage de l'agoniste LHRH pour prévenir le flare.","Bouffées de chaleur, ostéoporose (DEXA obligatoire), syndrome métabolique, troubles érectiles, rectite radique, cystite radique","Abdelkrim, 65 ans, prostate Gleason 8 (4+4), PSA 18 ng/mL, T3a à l'IRM. Décision RCP : RT 78 Gy + ADT 36 mois. Démarrage Bicalutamide 1 mois puis Leuproréline trimestrielle. DEXA baseline : ostéopénie → Acide zolédronique 5 mg/an préventif + Ca + vit D.","Guide AMFROM 2024, Cancers Urologiques, Section VII.D, p.237-238"
PROSTATE-ENZALUTA-001,Cancer de la prostate — Enzalutamide : pharmacologie et usage,"L'Enzalutamide est un antagoniste du récepteur aux androgènes de 2ème génération qui bloque la voie androgénique à plusieurs niveaux : liaison au récepteur, translocation nucléaire et liaison à l'ADN. Son efficacité a été démontrée dans 3 indications : mHSPC (ARCHES, ENZAMET), nmCRPC (PROSPER) et mCRPC (AFFIRM, PREVAIL). La castration médicale doit être maintenue en concomitance. L'Enzalutamide traverse la barrière hémato-encéphalique, avec un risque de convulsions (< 1 %) — contre-indiqué si antécédents d'épilepsie. Interactions médicamenteuses importantes : inducteur fort du CYP3A4.",traitement,prostate,métastatique,mHSPC et mCRPC,Enzalutamide|ARCHES|AFFIRM|PREVAIL|PROSPER|nmCRPC|mHSPC|convulsions|CYP3A4|androgènes|récepteur,Enzalutamide 160 mg/j (4 cp de 40 mg) per os en continu + ADT,"Enzalutamide 160 mg/j per os en continu (4 cp de 40 mg, avec ou sans nourriture). La castration médicale ou chirurgicale doit être maintenue. Éviter les inducteurs forts du CYP3A4 (Rifampicine, Carbamazépine, Phénytoïne). Si prise concomitante inévitable : augmenter Enzalutamide à 240 mg/j. Réduire dose si toxicité neurologique (vertiges, chutes).","Fatigue, HTA, bouffées de chaleur, convulsions (< 1 % — antécédents épilepsie = contre-indication), vertiges, troubles cognitifs","Rachid, 72 ans, prostate Gleason 7, mHSPC ganglionnaire. PSA 45 ng/mL. Pas d'antécédent neurologique. Traitement : Leuproréline 22,5 mg IM trimestriel + Enzalutamide 160 mg/j. À 6 mois : PSA nadir 0,05 ng/mL. Fatigue grade 2 → évaluation cardiologique, correction anémie légère.","Guide AMFROM 2024, Cancers Urologiques, Section VII.D, p.239-240"
LYMPHOME-DLBCL-001,Lymphome diffus à grandes cellules B (DLBCL) — R-CHOP standard,Le lymphome diffus à grandes cellules B (DLBCL) est le lymphome le plus fréquent chez l'adulte (30-35 % des lymphomes). Le traitement de référence est le R-CHOP (Rituximab + Cyclophosphamide + Doxorubicine + Vincristine + Prednisone) administré tous les 21 jours. Le nombre de cycles (6 ou 8) dépend du stade et du score IPI. L'évaluation par TEP-TDM en cours de traitement (TEP interim après 2-4 cycles) guide l'adaptation thérapeutique (critères de Deauville 1-5). L'intensification avec autogreffe de CSH est réservée aux rechutes chimiosensibles. Le Polatuzumab Vedotin + Rituximab + CT est une option pour les DLBCL en rechute.,traitement,lymphome_DLBCL,général,1ère ligne,DLBCL|R-CHOP|Rituximab|TEP-TDM|IPI|Deauville|autogreffe|Polatuzumab|lymphome B diffus,R-CHOP21 × 6 cycles (IPI 0-2) OU × 8 cycles (IPI ≥ 3),"R-CHOP21 : Rituximab 375 mg/m² J1 + Cyclophosphamide 750 mg/m² J1 + Doxorubicine 50 mg/m² J1 + Vincristine 1,4 mg/m² (max 2 mg) J1 + Prednisone 100 mg/j J1-J5 q21j × 6-8 cycles. G-CSF prophylaxie primaire (risque NF > 20 %). TEP-TDM interim : après cycle 2 ou 4 selon protocole institutionnel.","Cardiotoxicité cumulée Doxorubicine (FEVG avant traitement), neuropathie Vincristine, mucite, neutropénie fébrile, syndrome de lyse (1er cycle)","Mehdi, 52 ans, DLBCL stade IIIA IPI = 3 (haut risque). FEVG baseline 62 %. TEP initial : atteinte médiastinale + rétropéritonéale. R-CHOP × 8 cycles + G-CSF. TEP interim cycle 4 : Deauville 2 (bonne réponse). TEP fin de traitement : Deauville 1 (rémission complète). Surveillance q3 mois.","Guide AMFROM 2024, Hémopathies Malignes, p.200-210"
LYMPHOME-DLBCL-RECHUTE-001,DLBCL en rechute/réfractaire — 2ème ligne et autogreffe,"En cas de rechute ou de résistance primaire au R-CHOP, la stratégie dépend de l'âge, de l'état général et de la chimiosensibilité de la rechute. Si rechute chimiosensible (réponse à la 2ème ligne) chez un patient < 65 ans : intensification par chimiothérapie haute dose + autogreffe de cellules souches (BEAM). Les schémas de 2ème ligne comprennent : R-DHAP (Rituximab + Dexaméthasone + Cytarabine haute dose + Cisplatine) et R-ICE (Rituximab + Iphosphamide + Carboplatine + Étoposide). Le CAR-T (cellules T à récepteur antigénique chimérique anti-CD19) est une option pour les DLBCL réfractaires ou en rechute précoce (< 12 mois).",traitement,lymphome_DLBCL,rechute,2ème ligne,DLBCL rechute|R-DHAP|R-ICE|autogreffe|BEAM|CAR-T|CD19|chimiothérapie haute dose|réfractaire,R-DHAP × 2-3 cycles → si réponse → BEAM + autogreffe CSH,R-DHAP : Rituximab 375 mg/m² J1 + Dexaméthasone 40 mg J1-J4 + Cytarabine 2 × 2 g/m² J2 (toutes les 12h) + Cisplatine 100 mg/m² J1 q21-28j × 2-3 cycles. R-ICE : Rituximab 375 mg/m² J1 + Ifosfamide 5 g/m² J2 (en 24h) + Carboplatine AUC5 J2 + Étoposide 100 mg/m² J1-J3 + Mesna q21j × 3 cycles. BEAM (conditionnement autogreffe) : BCNU 300 mg/m² J-7 + Étoposide 800 mg/m² J-4 à J-7 + Cytarabine 800 mg/m² J-4 à J-7 + Melphalan 140 mg/m² J-2.,"Cytarabine : neurotoxicité cérébelleuse (surtout > 55 ans), conjonctivite (collyres Dexaméthasone obligatoires). Autogreffe : mucite sévère, infections opportunistes","Youssef, 50 ans, DLBCL rechute ganglionnaire 14 mois après R-CHOP. Biopsie rechute : confirmation histologique. OMS 1. FEVG 58 %. 2ème ligne R-DHAP × 2 cycles. TEP réévaluation : Deauville 2 (réponse partielle). Mobilisation CSH + BEAM + autogreffe. TEP à J100 : rémission complète.","Guide AMFROM 2024, Hémopathies Malignes, p.205-208"
LYMPHOME-HODGKIN-001,Lymphome de Hodgkin — ABVD standard et stratégie adaptée,Le lymphome de Hodgkin est une hémopathie maligne curable dans plus de 80 % des cas avec les traitements modernes. Le traitement de référence est le protocole ABVD (Doxorubicine + Bléomycine + Vinblastine + Dacarbazine) × 2-6 cycles selon le stade. La stratégie est adaptée selon le TEP-TDM interim (après 2 cycles) : si TEP négatif (Deauville 1-2) : allégement thérapeutique possible. Si TEP positif (Deauville 4-5) : escalade vers BEACOPP escaladé ou Brentuximab Vedotin. La radiothérapie (involved-site radiation therapy — ISRT) est ajoutée dans les formes localisées ou en cas de masse initiale volumineuse (bulky).,traitement,lymphome_Hodgkin,général,1ère ligne,Hodgkin|ABVD|Bléomycine|Doxorubicine|TEP interim|Deauville|BEACOPP|Brentuximab Vedotin|ISRT|bulky,ABVD × 2-6 cycles ± ISRT | TEP-adapté : Deauville ≥ 4 → BEACOPP ou BV-AVD,"ABVD : Doxorubicine 25 mg/m² J1,J15 + Bléomycine 10 UI/m² J1,J15 + Vinblastine 6 mg/m² J1,J15 + Dacarbazine 375 mg/m² J1,J15 q28j. Stades I-IIA favorable : ABVD × 2-4 cycles + ISRT 20-30 Gy. Stades III-IV : ABVD × 6 cycles ± ISRT sur site résiduel. BEACOPP escaladé (TEP-positif) : Bléomycine + Étoposide + Doxorubicine + Cyclophosphamide + Vincristine + Procarbazine + Prednisone (doses escaladées).","Bléomycine : pneumopathie interstitielle (surveillance TDM si dyspnée, arrêt si pneumopathie). Doxorubicine : cardiotoxicité. Vinblastine : constipation, neuropathie","Omar, 28 ans, lymphome de Hodgkin stade II bulky (masse médiastinale > 10 cm). ABVD × 2 cycles → TEP interim Deauville 2 (bonne réponse). Poursuite ABVD × 4 cycles (6 au total) + ISRT médiastinale 30 Gy. TEP fin de traitement : Deauville 1 (rémission complète). Surveillance semestrielle.","Guide AMFROM 2024, Hémopathies Malignes, p.212-220"
LYMPHOME-LNH-INDOLENT-001,Lymphome folliculaire stade III-IV — R-CHOP ou R-Benda + maintenance,"Le lymphome folliculaire est le lymphome indolent le plus fréquent, caractérisé par une évolution lente mais des rechutes successives. La décision de traitement repose sur les critères GELF (Groupe d'Étude des Lymphomes Folliculaires) : si aucun critère GELF → surveillance active possible. Si critères GELF atteints : R-CHOP ou R-Bendamustine × 6 cycles puis maintenance Rituximab × 2 ans. La R-Bendamustine offre une meilleure PFS et une moindre toxicité hématologique vs R-CHOP dans les lymphomes indolents (étude StiL).",traitement,lymphome_folliculaire,avancé,1ère ligne,lymphome folliculaire|GELF|R-Bendamustine|R-CHOP|Rituximab maintenance|StiL|indolent|surveillance active,R-Benda × 6 cycles + Rituximab maintenance q2 mois × 2 ans,"R-Bendamustine : Rituximab 375 mg/m² J1 + Bendamustine 90 mg/m² J1,J2 q28j × 6 cycles. R-CHOP21 (alternative) : Rituximab + CHOP standard × 6-8 cycles. Maintenance Rituximab (après RC ou RP) : 375 mg/m² q8-12 semaines × 2 ans (12 doses). Prophylaxie Pneumocystis carinii (Cotrimoxazole forte 3j/semaine) pendant R-Benda.","R-Benda : nausées, myélosuppression, réactions infusionnelles Rituximab, infections (hypogammaglobulinémie sous maintenance)","Samir, 60 ans, lymphome folliculaire stade IV (envahissement moelle). Critères GELF : adénopathie > 7 cm + symptômes B. R-Bendamustine × 6 cycles. Réponse complète confirmée. Maintenance Rituximab q8 semaines × 2 ans. Cotrimoxazole forte 3j/semaine pendant la durée de maintenance.","Guide AMFROM 2024, Hémopathies Malignes, p.220-226"
LLA-001,Leucémie lymphoïde aiguë (LLA) — Traitement d'induction adulte,"La leucémie lymphoïde aiguë (LLA) de l'adulte nécessite un traitement intensif comportant trois phases : induction (obtenir la rémission complète), consolidation (éliminer la maladie résiduelle) et maintenance (2 ans). Les schémas d'induction associent Vincristine + Anthracycline + Corticoïdes + Asparaginase (protocoles pédiatriques GRAALL, HOVON). Pour les LLA Ph+ (chromosome Philadelphie + BCR-ABL1) : ajout d'un inhibiteur de tyrosine kinase (Imatinib, Dasatinib ou Ponatinib) est obligatoire dès la phase d'induction — il a transformé le pronostic (survie à 5 ans 40-70 % selon l'âge). Le bilan initial comprend la cytologie, le caryotype, la FISH BCR-ABL1 et le NGS.",traitement,leucemie_LLA,général,1ère ligne,LLA|leucémie aiguë lymphoblastique|Vincristine|Dasatinib|Ph+|BCR-ABL1|GRAALL|induction|MRD|Asparaginase,GRAALL-2014 ou HOVON : Vincristine + Dexaméthasone + Daunorubicine + Asparaginase ± ITK (Ph+),"Induction LLA (protocole type GRAALL) : Dexaméthasone 10 mg/m² J1-J14 + Vincristine 2 mg IV J1,J8,J15,J22 + Daunorubicine 45 mg/m² J1-J3 + Asparaginase PEG 1000 UI/kg J6,J20 + Ponction lombaire J1 (± Méthotrexate intrathécal). Si Ph+ : + Dasatinib 140 mg/j PO en continu OU Imatinib 600 mg/j. Mesure MRD (maladie résiduelle) après induction : guide la décision d'allogreffe.","Asparaginase : allergie, pancréatite, thrombose (attention CIVD), hypofibrinogénémie. Dasatinib : épanchement pleural, HTA pulmonaire","Youssef, 35 ans, LLA-B stade IV Ph+ (BCR-ABL p210 positif, blastes 95 % moelle). Induction : GRAALL + Dasatinib 140 mg/j. RC hématologique à J28. MRD-négativité à consolidation 2 → discussion allogreffe CSH géno-identique. Frère HLA-compatible identifié. Ponatinib bridge pendant attente greffe.","Guide AMFROM 2024, Hémopathies Malignes, p.230-238"
LMC-001,Leucémie myéloïde chronique (LMC) — Traitement par inhibiteurs BCR-ABL,"La leucémie myéloïde chronique (LMC) est définie par la translocation t(9;22) créant le chromosome Philadelphie et l'oncogène de fusion BCR-ABL1 (p210). Les inhibiteurs de tyrosine kinase (ITK) ont révolutionné le pronostic, transformant la LMC en maladie chronique contrôlable. L'Imatinib 400 mg/j est l'ITK de 1ère génération de référence. Les ITK de 2ème génération (Nilotinib, Dasatinib) sont plus puissants et rapides pour obtenir la réponse moléculaire majeure (RMM). Le Ponatinib (3ème génération) est indiqué pour les LMC avec mutation T315I (résistante à tous les ITK de 1ère/2ème génération).",traitement,leucemie_LMC,général,1ère-3ème ligne,LMC|Imatinib|Nilotinib|Dasatinib|Ponatinib|BCR-ABL|Ph+|RMM|T315I|réponse moléculaire|chromosome Philadelphie,Imatinib 400 mg/j (1L) | Nilotinib 300 mg × 2/j ou Dasatinib 100 mg/j (2L) | Ponatinib 45 mg/j (T315I),Imatinib 400 mg/j PO avec nourriture en continu. Nilotinib 300 mg × 2/j PO à jeun (2h avant ou 1h après repas) en continu. Dasatinib 100 mg/j PO avec ou sans nourriture en continu. Ponatinib : 45 mg/j puis réduire à 15 mg/j après RMM (réduction événements CV). Surveillance PCR BCR-ABL1 quantitative q3 mois les 2 premières années.,"Imatinib : œdèmes, nausées, crampes. Nilotinib : hyperglycémie, allongement QTc, artériosclérose. Dasatinib : épanchement pleural. Ponatinib : thrombose artérielle (cardiovasculaire +++)","Amine, 45 ans, LMC phase chronique, score Sokal intermédiaire. Imatinib 400 mg/j démarré. PCR BCR-ABL à 3 mois : 8 % (réponse hématologique complète). PCR à 12 mois : 0,8 % (RMM non atteinte). Switch Nilotinib 300 mg × 2/j. PCR à 18 mois : 0,02 % (réponse moléculaire profonde MR4).","Guide AMFROM 2024, Hémopathies Malignes, p.238-245"
ANAL-001,Cancer du canal anal localisé — Radiochimiothérapie (Nigro modifié),"Le cancer du canal anal (principalement carcinome épidermoïde associé au HPV) est traité par radiochimiothérapie concomitante, permettant la conservation anale dans 70-80 % des cas. Le standard est basé sur le protocole de Nigro : 5-FU + Mitomycine C + RT, qui a remplacé l'amputation abdomino-périnéale (AAP) comme traitement de référence. L'ACT II a comparé 5-FU + Mitomycine vs 5-FU + Cisplatine : résultats équivalents, mais Mitomycine reste le standard pour une meilleure tolérance long terme. La réponse complète est obtenue dans 75-85 % des cas. Chez les patients infectés par le VIH sous traitement ARV efficace, le traitement standard est applicable sans modification majeure.",traitement,canal_anal,localisé,curatif,canal anal|HPV|carcinome épidermoïde|Nigro|5-FU|Mitomycine C|conservation anale|ACT II|VIH|radiochimiothérapie,"RT 54-59 Gy + 5-FU 1000 mg/m²/j J1-J4 + Mitomycine C 10 mg/m² J1,J29","RT : 54-59 Gy sur le canal anal + 45-50 Gy ganglions pelvi-inguinaux. 5-FU : 1000 mg/m²/j IV en perfusion continue J1-J4 et J29-J32. Mitomycine C : 10 mg/m² J1 et J29 (ou 12 mg/m² J1 seulement en option). Alternative (CI Mitomycine) : Cisplatine 60-75 mg/m² J1,J29 à la place de Mitomycine. Réévaluation clinique et IRM pelvienne à 8-12 semaines après fin RT.","Dermite radique périnéale (soin de plaies), proctite, cystite radique, neutropénie sévère (Mitomycine — aplasie parfois prolongée), mucite anale","Aicha, 52 ans, carcinome épidermoïde du canal anal T3N1, HPV-associé, VIH+ sous ARV (CV indétectable). Plan standard Nigro modifié : RT 59 Gy + 5-FU + Mitomycine C. Dermite périnéale grade 3 → pause RT 1 semaine + soins de plaies biquotidiens. Réévaluation à 12 semaines : réponse clinique complète. IRM pelvienne programmée.","Guide AMFROM 2024, Cancers Digestifs, Section III.D, p.120-121"
